ST_NAME,WIKIDATA,PC_CODE,PC_NAME,MS_FB,MS_FB_PARE,ST_CODE,Res,NAME_HI
JK,Q4252512,4,Ladakh,country:in/state:jk/lok-sabha:4,country:in/state:jk,S09,GEN,लद्दाख लोक सभा निर्वाचन क्षेत्र
JK,Q6147990,6,Jammu,country:in/state:jk/lok-sabha:6,country:in/state:jk,S09,GEN,जम्मू लोक सभा निर्वाचन क्षेत्र
JK,Q7586418,2,Srinagar,country:in/state:jk/lok-sabha:2,country:in/state:jk,S09,GEN,श्रीनगर लोक सभा निर्वाचन क्षेत्र
JK,Q4751497,3,Anantnag,country:in/state:jk/lok-sabha:3,country:in/state:jk,S09,GEN,अनंतनाग लोक सभा निर्वाचन क्षेत्र
JK,Q4858316,1,Baramulla,country:in/state:jk/lok-sabha:1,country:in/state:jk,S09,GEN,बारामूला लोक सभा निर्वाचन क्षेत्र
JK,Q7877193,5,Udhampur,country:in/state:jk/lok-sabha:5,country:in/state:jk,S09,GEN,उधमपुर लोक सभा निर्वाचन क्षेत्र
KA,Q4172532,5,Gulbarga,country:in/state:ka/lok-sabha:5,country:in/state:ka,S10,SC,गुलबर्गा लोक सभा निर्वाचन क्षेत्र
KA,Q4907176,4,Bijapur,country:in/state:ka/lok-sabha:4,country:in/state:ka,S10,SC,बीजापुर लोक सभा निर्वाचन क्षेत्र
KA,Q3939251,1,Chikkodi,country:in/state:ka/lok-sabha:1,country:in/state:ka,S10,GEN,चिक्कोडी लोक सभा निर्वाचन क्षेत्र
KA,Q4172533,6,Raichur,country:in/state:ka/lok-sabha:6,country:in/state:ka,S10,ST,रायचूर लोक सभा निर्वाचन क्षेत्र
KA,Q4348317,8,Koppal,country:in/state:ka/lok-sabha:8,country:in/state:ka,S10,GEN,कोप्पल लोक सभा निर्वाचन क्षेत्र
KA,Q4628043,10,Haveri,country:in/state:ka/lok-sabha:10,country:in/state:ka,S10,GEN,कावेरी लोक सभा निर्वाचन क्षेत्र
KA,Q4877000,13,Davangere,country:in/state:ka/lok-sabha:13,country:in/state:ka,S10,GEN,दावणगेरे लोक सभा निर्वाचन क्षेत्र
KA,Q5097405,27,Chikballapur,country:in/state:ka/lok-sabha:27,country:in/state:ka,S10,GEN,चिकबलपुर लोक सभा निर्वाचन क्षेत्र
KA,Q7877355,15,Udupi Chikmagalur,country:in/state:ka/lok-sabha:15,country:in/state:ka,S10,GEN,उदुपी चिकमगलूर लोक सभा निर्वाचन क्षेत्र
KA,Q5245318,19,Tumkur,country:in/state:ka/lok-sabha:19,country:in/state:ka,S10,GEN,तुमकुर लोक सभा निर्वाचन क्षेत्र
KA,Q6427060,28,Kolar,country:in/state:ka/lok-sabha:28,country:in/state:ka,S10,SC,कोलार लोक सभा निर्वाचन क्षेत्र
KA,Q4855074,23,Bangalore Rural Lok Sabha constituency,country:in/state:ka/lok-sabha:23,country:in/state:ka,S10,GEN,बंगलौर ग्रामीण लोक सभा निर्वाचन क्षेत्र
KA,Q5269410,11,Dharwad,country:in/state:ka/lok-sabha:11,country:in/state:ka,S10,GEN,धारवाड़ लोक सभा निर्वाचन क्षेत्र
KA,Q4855069,24,Bangalore North,country:in/state:ka/lok-sabha:24,country:in/state:ka,S10,GEN,बंगलौर उत्तर लोक सभा निर्वाचन क्षेत्र
KA,Q5121423,17,Dakshina Kannada,country:in/state:ka/lok-sabha:17,country:in/state:ka,S10,GEN,दक्षिण कन्नड लोक सभा निर्वाचन क्षेत्र
KA,Q5332086,21,Mysore,country:in/state:ka/lok-sabha:21,country:in/state:ka,S10,GEN,मैसूर
KA,Q5069470,22,Chamarajanagar,country:in/state:ka/lok-sabha:22,country:in/state:ka,S10,SC,चामराजनगर लोक सभा निर्वाचन क्षेत्र
KA,Q5187868,20,Mandya,country:in/state:ka/lok-sabha:20,country:in/state:ka,S10,GEN,मांडया लोक सभा निर्वाचन क्षेत्र
KA,Q3521014,9,Bellary,country:in/state:ka/lok-sabha:9,country:in/state:ka,S10,ST,बेल्लारी लोक सभा निर्वाचन क्षेत्र
KA,Q5102316,18,Chitradurga,country:in/state:ka/lok-sabha:18,country:in/state:ka,S10,SC,चित्रदुर्ग लोक सभा निर्वाचन क्षेत्र
KA,Q3883318,7,Bidar,country:in/state:ka/lok-sabha:7,country:in/state:ka,S10,GEN,बीदर लोक सभा निर्वाचन क्षेत्र
KA,Q4756549,12,Uttara Kannada,country:in/state:ka/lok-sabha:12,country:in/state:ka,S10,GEN,उत्तर कन्नड़ लोक सभा निर्वाचन क्षेत्र
KA,Q4876992,14,Shimoga,country:in/state:ka/lok-sabha:14,country:in/state:ka,S10,GEN,शिमोगा लोक सभा निर्वाचन क्षेत्र
KA,Q5679532,16,Haasan,country:in/state:ka/lok-sabha:16,country:in/state:ka,S10,GEN,हसन लोक सभा निर्वाचन क्षेत्र
KA,Q3995921,2,Belagavi,country:in/state:ka/lok-sabha:2,country:in/state:ka,S10,GEN,बेलगाम लोक सभा निर्वाचन क्षेत्र
KA,Q6509948,26,Bangalore South,country:in/state:ka/lok-sabha:26,country:in/state:ka,S10,GEN,बंगलौर दक्षिण लोक सभा निर्वाचन क्षेत्र
KA,Q4855038,25,Bangalore Central,country:in/state:ka/lok-sabha:25,country:in/state:ka,S10,GEN,बंगलौर केन्द्रीय लोक सभा निर्वाचन क्षेत्र
KA,Q4841427,3,Bagalkot,country:in/state:ka/lok-sabha:3,country:in/state:ka,S10,GEN,बागलकोट लोक सभा निर्वाचन क्षेत्र
KL,Q6741311,6,Malappuram,country:in/state:kl/lok-sabha:6,country:in/state:kl,S11,GEN,मलप्पुरम लोक सभा निर्वाचन क्षेत्र
KL,Q7144692,17,Pathanamthitta,country:in/state:kl/lok-sabha:17,country:in/state:kl,S11,GEN,पथनमथीट्टा लोक सभा निर्वाचन क्षेत्र
KL,Q3595483,16,Mavelikara,country:in/state:kl/lok-sabha:16,country:in/state:kl,S11,SC,मवेलीकारा लोक सभा निर्वाचन क्षेत्र
KL,Q7785502,20,Thiruvananthapuram,country:in/state:kl/lok-sabha:20,country:in/state:kl,S11,GEN,तिरुवनन्तपुरम लोक सभा निर्वाचन क्षेत्र
KL,Q3595511,8,Palakkad,country:in/state:kl/lok-sabha:8,country:in/state:kl,S11,GEN,पलक्काड लोक सभा निर्वाचन क्षेत्र
KL,Q3595199,10,Thrissur,country:in/state:kl/lok-sabha:10,country:in/state:kl,S11,GEN,त्रिस्सूर लोक सभा निर्वाचन क्षेत्र
KL,Q4708818,9,Alathur,country:in/state:kl/lok-sabha:9,country:in/state:kl,S11,SC,अलथूर लोक सभा निर्वाचन क्षेत्र
KL,Q3595257,1,Kasaragod,country:in/state:kl/lok-sabha:1,country:in/state:kl,S11,GEN,कासरगोड लोक सभा निर्वाचन क्षेत्र
KL,Q12413298,19,Attingal,country:in/state:kl/lok-sabha:19,country:in/state:kl,S11,GEN,अट्टिंगल लोक सभा निर्वाचन क्षेत्र
KL,Q3595264,3,Vadakara,country:in/state:kl/lok-sabha:3,country:in/state:kl,S11,GEN,वडकरा लोक सभा निर्वाचन क्षेत्र
KL,Q3595239,5,Kozhikode,country:in/state:kl/lok-sabha:5,country:in/state:kl,S11,GEN,कोष़िक्कोड लोक सभा निर्वाचन क्षेत्र
KL,Q3595261,2,Kannur,country:in/state:kl/lok-sabha:2,country:in/state:kl,S11,GEN,कन्नूर लोक सभा निर्वाचन क्षेत्र
KL,Q3595248,11,Chalakudy,country:in/state:kl/lok-sabha:11,country:in/state:kl,S11,GEN,चालाकुडी लोक सभा निर्वाचन क्षेत्र
KL,Q3595503,13,Idukki,country:in/state:kl/lok-sabha:13,country:in/state:kl,S11,GEN,इदुक्की लोक सभा निर्वाचन क्षेत्र
KL,Q3595510,15,Alappuzha,country:in/state:kl/lok-sabha:15,country:in/state:kl,S11,GEN,अलप्पुझा लोक सभा निर्वाचन क्षेत्र
KL,Q3595519,14,Kottayam,country:in/state:kl/lok-sabha:14,country:in/state:kl,S11,GEN,कोट्टायम लोक सभा निर्वाचन क्षेत्र
KL,Q3595286,18,Kollam,country:in/state:kl/lok-sabha:18,country:in/state:kl,S11,GEN,कोल्लम लोक सभा निर्वाचन क्षेत्र
KL,Q3595497,12,Ernakulam,country:in/state:kl/lok-sabha:12,country:in/state:kl,S11,GEN,एर्णाकुलम लोक सभा निर्वाचन क्षेत्र
KL,Q7975848,4,Wayanad,country:in/state:kl/lok-sabha:4,country:in/state:kl,S11,GEN,वयनाड लोक सभा निर्वाचन क्षेत्र
KL,Q3595235,7,Ponnani,country:in/state:kl/lok-sabha:7,country:in/state:kl,S11,GEN,पोन्नानी लोक सभा निर्वाचन क्षेत्र
MN,Q6035471,1,Inner Manipur,country:in/state:mn/lok-sabha:1,country:in/state:mn,S14,GEN,आंतरिक मणिपुर लोक सभा निर्वाचन क्षेत्र
MN,Q7111989,2,Outer Manipur,country:in/state:mn/lok-sabha:2,country:in/state:mn,S14,ST,बाहरी मणिपुर लोक सभा निर्वाचन क्षेत्र
MP,Q3634246,2,Bhind,country:in/state:mp/lok-sabha:2,country:in/state:mp,S12,SC,भिण्ड लोक सभा निर्वाचन क्षेत्र
MP,Q3633465,15,Balaghat,country:in/state:mp/lok-sabha:15,country:in/state:mp,S12,GEN,बालाघाट लोक सभा निर्वाचन क्षेत्र
MP,Q3634240,17,Hoshangabad,country:in/state:mp/lok-sabha:17,country:in/state:mp,S12,GEN,होशंगाबाद लोक सभा निर्वाचन क्षेत्र
MP,Q3634185,25,Dhar,country:in/state:mp/lok-sabha:25,country:in/state:mp,S12,ST,धार लोक सभा निर्वाचन क्षेत्र
MP,Q3634194,26,Indore,country:in/state:mp/lok-sabha:26,country:in/state:mp,S12,GEN,इन्दौर लोक सभा निर्वाचन क्षेत्र
MP,Q3634165,3,Gwalior,country:in/state:mp/lok-sabha:3,country:in/state:mp,S12,GEN,ग्वालियर लोक सभा निर्वाचन क्षेत्र
MP,Q7508585,11,Sidhi,country:in/state:mp/lok-sabha:11,country:in/state:mp,S12,GEN,सीधी लोक सभा निर्वाचन क्षेत्र
MP,Q3632253,20,Rajgarh,country:in/state:mp/lok-sabha:20,country:in/state:mp,S12,GEN,राजगढ़ लोक सभा निर्वाचन क्षेत्र
MP,Q7399007,5,Sagar,country:in/state:mp/lok-sabha:5,country:in/state:mp,S12,GEN,सागर लोक सभा निर्वाचन क्षेत्र
MP,Q12433303,7,Damoh,country:in/state:mp/lok-sabha:7,country:in/state:mp,S12,GEN,दमोह लोक सभा निर्वाचन क्षेत्र
MP,Q12453868,12,Shahdol,country:in/state:mp/lok-sabha:12,country:in/state:mp,S12,ST,शहडोल लोक सभा निर्वाचन क्षेत्र
MP,Q15649259,21,Dewas,country:in/state:mp/lok-sabha:21,country:in/state:mp,S12,SC,देवास लोक सभा निर्वाचन क्षेत्र
MP,Q3630725,22,Ujjain,country:in/state:mp/lok-sabha:22,country:in/state:mp,S12,SC,उज्जैन लोक सभा निर्वाचन क्षेत्र
MP,Q4901994,19,Bhopal,country:in/state:mp/lok-sabha:19,country:in/state:mp,S12,GEN,भोपाल लोक सभा निर्वाचन क्षेत्र
MP,Q7928100,18,Vidisha,country:in/state:mp/lok-sabha:18,country:in/state:mp,S12,GEN,विदिशा लोक सभा निर्वाचन क्षेत्र
MP,Q7295816,24,Ratlam,country:in/state:mp/lok-sabha:24,country:in/state:mp,S12,ST,रतलाम लोक सभा निर्वाचन क्षेत्र
MP,Q7319005,10,Rewa,country:in/state:mp/lok-sabha:10,country:in/state:mp,S12,GEN,रीवा लोक सभा निर्वाचन क्षेत्र
MP,Q12455246,9,Satna,country:in/state:mp/lok-sabha:9,country:in/state:mp,S12,GEN,सतना
MP,Q6748216,23,Mandsaur,country:in/state:mp/lok-sabha:23,country:in/state:mp,S12,GEN,मंदसौर लोक सभा निर्वाचन क्षेत्र
MP,Q3634168,4,Guna,country:in/state:mp/lok-sabha:4,country:in/state:mp,S12,GEN,गुना लोक सभा निर्वाचन क्षेत्र
MP,Q5094902,16,Chhindwara,country:in/state:mp/lok-sabha:16,country:in/state:mp,S12,GEN,छिंदवाड़ा लोक सभा निर्वाचन क्षेत्र
MP,Q4899044,29,Betul,country:in/state:mp/lok-sabha:29,country:in/state:mp,S12,ST,बेतूल लोक सभा निर्वाचन क्षेत्र
MP,Q279102,27,Khargone,country:in/state:mp/lok-sabha:27,country:in/state:mp,S12,ST,खरगोन लोक सभा निर्वाचन क्षेत्र
MP,Q6109952,13,Jabalpur,country:in/state:mp/lok-sabha:13,country:in/state:mp,S12,GEN,जबलपुर लोक सभा निर्वाचन क्षेत्र
MP,Q3630763,14,Mandla,country:in/state:mp/lok-sabha:14,country:in/state:mp,S12,ST,मण्डला लोक सभा निर्वाचन क्षेत्र
MP,Q3663904,1,Morena,country:in/state:mp/lok-sabha:1,country:in/state:mp,S12,GEN,मुरैना लोक सभा निर्वाचन क्षेत्र
MP,Q7801879,6,Tikamgarh,country:in/state:mp/lok-sabha:6,country:in/state:mp,S12,SC,टीकमगढ़ लोक सभा निर्वाचन क्षेत्र
MP,Q3634359,8,Khajuraho,country:in/state:mp/lok-sabha:8,country:in/state:mp,S12,GEN,खजुराहो लोक सभा निर्वाचन क्षेत्र
MP,Q3634216,28,Khandwa,country:in/state:mp/lok-sabha:28,country:in/state:mp,S12,GEN,खंडवा लोक सभा निर्वाचन क्षेत्र
ML,Q7853631,2,Tura (Lok Sabha constituency),country:in/state:ml/lok-sabha:2,country:in/state:ml,S15,ST,तुरा लोक सभा निर्वाचन क्षेत्र
ML,Q7496680,1,Shillong (Lok Sabha constituency),country:in/state:ml/lok-sabha:1,country:in/state:ml,S15,ST,शिलांग लोक सभा निर्वाचन क्षेत्र
MH,Q4996106,5,Buldhana,country:in/state:mh/lok-sabha:5,country:in/state:mh,S13,GEN,बुलढाना लोक सभा निर्वाचन क्षेत्र
MH,Q6727220,43,Madha,country:in/state:mh/lok-sabha:43,country:in/state:mh,S13,GEN,माधा लोक सभा निर्वाचन क्षेत्र
MH,Q3763891,45,Satara,country:in/state:mh/lok-sabha:45,country:in/state:mh,S13,GEN,सतारा लोक सभा निर्वाचन क्षेत्र
MH,Q6126754,3,Jalgaon,country:in/state:mh/lok-sabha:3,country:in/state:mh,S13,GEN,जलगांव लोक सभा निर्वाचन क्षेत्र
MH,Q3764391,6,Akola (Lok Sabha Constituency),country:in/state:mh/lok-sabha:6,country:in/state:mh,S13,GEN,अकोला (लोक सभा निर्वाचन क्षेत्र)
MH,Q7418045,44,Sangli,country:in/state:mh/lok-sabha:44,country:in/state:mh,S13,GEN,सांगली लोक सभा निर्वाचन क्षेत्र
MH,Q3764439,42,Solapur,country:in/state:mh/lok-sabha:42,country:in/state:mh,S13,SC,शोलापुर लोक सभा निर्वाचन क्षेत्र
MH,Q3764491,7,Amravati,country:in/state:mh/lok-sabha:7,country:in/state:mh,S13,SC,अमरावती लोक सभा निर्वाचन क्षेत्र
MH,Q3764361,9,Ramtek,country:in/state:mh/lok-sabha:9,country:in/state:mh,S13,SC,रामटेक लोक सभा निर्वाचन क्षेत्र
MH,Q6963393,1,Nandurbar,country:in/state:mh/lok-sabha:1,country:in/state:mh,S13,ST,नन्दुरबार लोक सभा निर्वाचन क्षेत्र
MH,Q3764433,11,Bhandara-Gondiya,country:in/state:mh/lok-sabha:11,country:in/state:mh,S13,GEN,भन्डारा गोंदिया लोक सभा निर्वाचन क्षेत्र
MH,Q3764479,8,Wardha,country:in/state:mh/lok-sabha:8,country:in/state:mh,S13,GEN,वर्धा लोक सभा निर्वाचन क्षेत्र
MH,Q7499000,36,Shirur,country:in/state:mh/lok-sabha:36,country:in/state:mh,S13,GEN,शिरूर लोक सभा निर्वाचन क्षेत्र
MH,Q4879723,39,Beed,country:in/state:mh/lok-sabha:39,country:in/state:mh,S13,GEN,बीड लोक सभा निर्वाचन क्षेत्र
MH,Q6794117,33,Maval,country:in/state:mh/lok-sabha:33,country:in/state:mh,S13,GEN,मावल लोक सभा निर्वाचन क्षेत्र
MH,Q3763828,17,Parbhani,country:in/state:mh/lok-sabha:17,country:in/state:mh,S13,GEN,परभनी लोक सभा निर्वाचन क्षेत्र
MH,Q7283812,32,Raigad,country:in/state:mh/lok-sabha:32,country:in/state:mh,S13,GEN,रायगड लोक सभा निर्वाचन क्षेत्र
MH,Q2738086,40,Osmanabad,country:in/state:mh/lok-sabha:40,country:in/state:mh,S13,GEN,उस्मानाबाद लोक सभा निर्वाचन क्षेत्र
MH,Q12460207,48,Hatkanangle,country:in/state:mh/lok-sabha:48,country:in/state:mh,S13,GEN,हातकणंगले लोक सभा निर्वाचन क्षेत्र
MH,Q5269854,2,Dhule,country:in/state:mh/lok-sabha:2,country:in/state:mh,S13,GEN,धुले लोक सभा निर्वाचन क्षेत्र
MH,Q12423118,12,Gadchiroli-Chimur,country:in/state:mh/lok-sabha:12,country:in/state:mh,S13,ST,गढ़चिरौली-चिमूर (लोक सभा निर्वाचन क्षेत्र)
MH,Q7296597,4,Raver,country:in/state:mh/lok-sabha:4,country:in/state:mh,S13,GEN,रावेर लोक सभा निर्वाचन क्षेत्र
MH,Q4901857,23,Bhiwandi,country:in/state:mh/lok-sabha:23,country:in/state:mh,S13,GEN,भिवंडी लोक सभा निर्वाचन क्षेत्र
MH,Q5278011,20,Dindori,country:in/state:mh/lok-sabha:20,country:in/state:mh,S13,ST,दिन्डोरी लोक सभा निर्वाचन क्षेत्र
MH,Q6126930,18,Jalna,country:in/state:mh/lok-sabha:18,country:in/state:mh,S13,GEN,जालना लोक सभा निर्वाचन क्षेत्र
MH,Q3763786,19,Aurangabad,country:in/state:mh/lok-sabha:19,country:in/state:mh,S13,GEN,औरंगाबाद लोक सभा निर्वाचन क्षेत्र
MH,Q2912408,13,Chandrapur,country:in/state:mh/lok-sabha:13,country:in/state:mh,S13,GEN,चन्द्रपुर लोक सभा निर्वाचन क्षेत्र
MH,Q6966848,21,Nashik,country:in/state:mh/lok-sabha:21,country:in/state:mh,S13,GEN,नासिक लोक सभा निर्वाचन क्षेत्र
MH,Q3763762,38,Shirdi,country:in/state:mh/lok-sabha:38,country:in/state:mh,S13,SC,शिरडी लोक सभा निर्वाचन क्षेत्र
MH,Q2912894,15,Hingoli,country:in/state:mh/lok-sabha:15,country:in/state:mh,S13,GEN,हिंगोली लोक सभा निर्वाचन क्षेत्र
MH,Q2738103,37,Ahmednagar,country:in/state:mh/lok-sabha:37,country:in/state:mh,S13,GEN,अहमदनगर लोक सभा निर्वाचन क्षेत्र
MH,Q7127479,22,Palghar,country:in/state:mh/lok-sabha:22,country:in/state:mh,S13,ST,पालघर लोक सभा निर्वाचन क्षेत्र
MH,Q3764461,41,Latur,country:in/state:mh/lok-sabha:41,country:in/state:mh,S13,SC,लातूर लोक सभा निर्वाचन क्षेत्र
MH,Q3764398,35,Baramati,country:in/state:mh/lok-sabha:35,country:in/state:mh,S13,GEN,बारामती लोक सभा निर्वाचन क्षेत्र
MH,Q12448769,46,Ratnagiri-Sindhudurg,country:in/state:mh/lok-sabha:46,country:in/state:mh,S13,GEN,रत्नागिरि-सिंधुदुर्ग लोक सभा निर्वाचन क्षेत्र
MH,Q13512172,47,Kolhapur,country:in/state:mh/lok-sabha:47,country:in/state:mh,S13,GEN,कोल्हापुर लोक सभा निर्वाचन क्षेत्र
MH,Q7710231,25,Thane,country:in/state:mh/lok-sabha:25,country:in/state:mh,S13,GEN,ठाणे लोक सभा निर्वाचन क्षेत्र
MH,Q6935304,26,Mumbai North,country:in/state:mh/lok-sabha:26,country:in/state:mh,S13,GEN,मुम्बई-उत्तर लोक सभा निर्वाचन क्षेत्र
MH,Q6935311,27,Mumbai North West,country:in/state:mh/lok-sabha:27,country:in/state:mh,S13,GEN,मुंबई उत्तर-पश्चिम लोक सभा निर्वाचन क्षेत्र
MH,Q6935309,28,Mumbai North East,country:in/state:mh/lok-sabha:28,country:in/state:mh,S13,GEN,मुम्बई उत्तर-पूर्व लोक सभा निर्वाचन क्षेत्र
MH,Q6935308,29,Mumbai North Central,country:in/state:mh/lok-sabha:29,country:in/state:mh,S13,GEN,मुम्बई उत्तर-मध्य लोक सभा निर्वाचन क्षेत्र
MH,Q12446954,31,Mumbai South,country:in/state:mh/lok-sabha:31,country:in/state:mh,S13,GEN,मुंबई - दक्षिण लोक सभा निर्वाचन क्षेत्र
MH,Q6935325,30,Mumbai South Central,country:in/state:mh/lok-sabha:30,country:in/state:mh,S13,GEN,मुम्बई दक्षिण-मध्य लोक सभा निर्वाचन क्षेत्र
MH,Q3763943,24,Kalyan,country:in/state:mh/lok-sabha:24,country:in/state:mh,S13,GEN,कल्याण लोक सभा निर्वाचन क्षेत्र
MH,Q7260097,34,Pune,country:in/state:mh/lok-sabha:34,country:in/state:mh,S13,GEN,पुणे लोक सभा निर्वाचन क्षेत्र
MH,Q3764021,16,Nanded,country:in/state:mh/lok-sabha:16,country:in/state:mh,S13,GEN,नांदेड़ लोक सभा निर्वाचन क्षेत्र
MH,Q8050386,14,Yavatmal-Washim,country:in/state:mh/lok-sabha:14,country:in/state:mh,S13,GEN,यवतमाल-वाशिम लोक सभा निर्वाचन क्षेत्र
MH,Q3764455,10,Nagpur,country:in/state:mh/lok-sabha:10,country:in/state:mh,S13,GEN,नागपुर लोक सभा निर्वाचन क्षेत्र
MZ,Q1659299,1,Mizoram,country:in/state:mz/lok-sabha:1,country:in/state:mz,S16,ST,मिज़ोरम लोक सभा निर्वाचन क्षेत्र
NL,Q1659313,1,Nagaland,country:in/state:nl/lok-sabha:1,country:in/state:nl,S17,GEN,नागालैंड लोक सभा निर्वाचन क्षेत्र
OD,Q4900550,7,Bhadrak,country:in/state:or/lok-sabha:7,country:in/state:or,S18,SC,भद्रक लोक सभा निर्वाचन क्षेत्र
OD,Q6124378,8,Jajpur,country:in/state:or/lok-sabha:8,country:in/state:or,S18,SC,जाजपुर लोक सभा निर्वाचन क्षेत्र
OD,Q7255845,3,Sambalpur,country:in/state:or/lok-sabha:3,country:in/state:or,S18,GEN,सम्बलपुर लोक सभा निर्वाचन क्षेत्र
OD,Q4850118,6,Balasore,country:in/state:or/lok-sabha:6,country:in/state:or,S18,GEN,बालासोर लोक सभा निर्वाचन क्षेत्र
OD,Q11059079,4,Keonjhar,country:in/state:or/lok-sabha:4,country:in/state:or,S18,ST,क्योंझर लोक सभा निर्वाचन क्षेत्र
OD,Q6798125,5,Mayurbhanj,country:in/state:or/lok-sabha:5,country:in/state:or,S18,ST,मयूरभंज लोक सभा निर्वाचन क्षेत्र
OD,Q7639274,2,Sundargarh,country:in/state:or/lok-sabha:2,country:in/state:or,S18,ST,सुन्दरगढ़ लोक सभा निर्वाचन क्षेत्र
OD,Q4860546,1,Bargarh,country:in/state:or/lok-sabha:1,country:in/state:or,S18,GEN,बरगढ़ लोक सभा निर्वाचन क्षेत्र
OD,Q5269512,9,Dhenkanal,country:in/state:or/lok-sabha:9,country:in/state:or,S18,GEN,ढेंकानाल लोक सभा निर्वाचन क्षेत्र
OD,Q4938935,10,Bolangir,country:in/state:or/lok-sabha:10,country:in/state:or,S18,GEN,बलांगिर लोक सभा निर्वाचन क्षेत्र
OD,Q6350138,11,Kalahandi,country:in/state:or/lok-sabha:11,country:in/state:or,S18,GEN,कलाहांडी लोक सभा निर्वाचन क्षेत्र
OD,Q11679513,13,Kandhamal,country:in/state:or/lok-sabha:13,country:in/state:or,S18,GEN,कंधमाल लोक सभा निर्वाचन क्षेत्र
OD,Q6389017,15,Kendrapara,country:in/state:or/lok-sabha:15,country:in/state:or,S18,GEN,केन्द्रपाड़ा लोक सभा निर्वाचन क्षेत्र
OD,Q5196922,14,Cuttack,country:in/state:or/lok-sabha:14,country:in/state:or,S18,GEN,कटक लोक सभा निर्वाचन क्षेत्र
OD,Q4902092,18,Bhubaneswar,country:in/state:or/lok-sabha:18,country:in/state:or,S18,GEN,भुवनेश्वर लोक सभा निर्वाचन क्षेत्र
OD,Q4807113,19,Aska,country:in/state:or/lok-sabha:19,country:in/state:or,S18,GEN,आस्का लोक सभा निर्वाचन क्षेत्र
OD,Q6122268,16,Jagatsinghpur,country:in/state:or/lok-sabha:16,country:in/state:or,S18,SC,जगतसिंहपुर लोक सभा निर्वाचन क्षेत्र
OD,Q6956755,12,Nabarangpur,country:in/state:or/lok-sabha:12,country:in/state:or,S18,ST,नबरंगपुर लोक सभा निर्वाचन क्षेत्र
OD,Q6431426,21,Koraput,country:in/state:or/lok-sabha:21,country:in/state:or,S18,ST,कोरापुट लोक सभा निर्वाचन क्षेत्र
OD,Q6528588,17,Puri,country:in/state:or/lok-sabha:17,country:in/state:or,S18,GEN,पुरी लोक सभा निर्वाचन क्षेत्र
OD,Q7255284,20,Berhampur,country:in/state:or/lok-sabha:20,country:in/state:or,S18,GEN,बरहमपुर लोक सभा निर्वाचन क्षेत्र
PB,Q6126633,4,Jalandhar,country:in/state:pb/lok-sabha:4,country:in/state:pb,S19,SC,जलंधर लोक सभा निर्वाचन क्षेत्र
PB,Q5908015,5,Hoshiarpur,country:in/state:pb/lok-sabha:5,country:in/state:pb,S19,SC,होशियारपुर लोक सभा निर्वाचन क्षेत्र
PB,Q5437417,8,Fatehgarh Sahib,country:in/state:pb/lok-sabha:8,country:in/state:pb,S19,SC,फतेहगढ़ साहिब लोक सभा निर्वाचन क्षेत्र
PB,Q5452175,10,Firozepur,country:in/state:pb/lok-sabha:10,country:in/state:pb,S19,GEN,फिरोजपुर लोक सभा निर्वाचन क्षेत्र
PB,Q7144911,13,Patiala,country:in/state:pb/lok-sabha:13,country:in/state:pb,S19,GEN,पटियाला लोक सभा निर्वाचन क्षेत्र
PB,Q4869032,11,Bathinda,country:in/state:pb/lok-sabha:11,country:in/state:pb,S19,GEN,भटिंडा लोक सभा निर्वाचन क्षेत्र
PB,Q5619909,1,Gurdaspur,country:in/state:pb/lok-sabha:1,country:in/state:pb,S19,GEN,गुरदासपुर लोक सभा निर्वाचन क्षेत्र
PB,Q4748702,2,Amritsar,country:in/state:pb/lok-sabha:2,country:in/state:pb,S19,GEN,अमृतसर लोक सभा निर्वाचन क्षेत्र
PB,Q6398926,3,Khadoor Sahib,country:in/state:pb/lok-sabha:3,country:in/state:pb,S19,GEN,खडूर साहिब लोक सभा निर्वाचन क्षेत्र
PB,Q4751375,6,Anandpur Sahib,country:in/state:pb/lok-sabha:6,country:in/state:pb,S19,GEN,आनंदपुर साहिब लोक सभा निर्वाचन क्षेत्र
PB,Q7418135,12,Sangrur,country:in/state:pb/lok-sabha:12,country:in/state:pb,S19,GEN,संगरूर लोक सभा निर्वाचन क्षेत्र
PB,Q6698772,7,Ludhiana,country:in/state:pb/lok-sabha:7,country:in/state:pb,S19,GEN,लुधियाना लोक सभा निर्वाचन क्षेत्र
PB,Q5435297,9,Faridkot,country:in/state:pb/lok-sabha:9,country:in/state:pb,S19,SC,फरीदकोट लोक सभा निर्वाचन क्षेत्र
PY,Q3532557,1,Puducherry,country:in/union-territory:py/lok-sabha:1,country:in/union-territory:py,U07,GEN,पुदुच्चेरी लोक सभा निर्वाचन क्षेत्र
RJ,Q5118333,3,Churu,country:in/state:rj/lok-sabha:3,country:in/state:rj,S20,GEN,चूरू लोक सभा निर्वाचन क्षेत्र
RJ,Q4907311,2,Bikaner,country:in/state:rj/lok-sabha:2,country:in/state:rj,S20,SC,बीकानेर लोक सभा निर्वाचन क्षेत्र
RJ,Q6191216,4,Jhunjhunu,country:in/state:rj/lok-sabha:4,country:in/state:rj,S20,GEN,झुंझुनू लोक सभा निर्वाचन क्षेत्र
RJ,Q4738368,8,Alwar,country:in/state:rj/lok-sabha:8,country:in/state:rj,S20,GEN,अलवर लोक सभा निर्वाचन क्षेत्र
